timestamp,kwh,building,month,hour
2023-02-04 00:00:00,62.97341550927728,BuildingA,Feb,0
2023-02-04 01:00:00,39.84657602157297,BuildingA,Feb,1
2023-02-04 02:00:00,64.06088081463473,BuildingA,Feb,2
2023-02-04 03:00:00,53.370166952306604,BuildingA,Feb,3
2023-02-04 04:00:00,37.19601103440533,BuildingA,Feb,4
2023-02-04 05:00:00,38.89208210389047,BuildingA,Feb,5
2023-02-04 06:00:00,90.39110199763677,BuildingA,Feb,6
2023-02-04 07:00:00,46.24419657583719,BuildingA,Feb,7
2023-02-04 08:00:00,88.58895040434885,BuildingA,Feb,8
2023-02-04 09:00:00,22.367953616663534,BuildingA,Feb,9
2023-02-04 10:00:00,27.86493710695268,BuildingA,Feb,10
2023-02-04 11:00:00,22.59855345644872,BuildingA,Feb,11
2023-02-04 12:00:00,16.443976446934062,BuildingA,Feb,12
2023-02-04 13:00:00,60.58746539774747,BuildingA,Feb,13
2023-02-04 14:00:00,83.83026607246663,BuildingA,Feb,14
2023-02-04 15:00:00,50.47016125583316,BuildingA,Feb,15
2023-02-04 16:00:00,58.32263654316221,BuildingA,Feb,16
2023-02-04 17:00:00,30.704597371330188,BuildingA,Feb,17
2023-02-04 18:00:00,61.10312795619783,BuildingA,Feb,18
2023-02-04 19:00:00,52.532127841590814,BuildingA,Feb,19
2023-02-04 20:00:00,99.01212172185924,BuildingA,Feb,20
2023-02-04 21:00:00,56.16472848536744,BuildingA,Feb,21
2023-02-04 22:00:00,83.82774619206769,BuildingA,Feb,22
2023-02-04 23:00:00,76.15177551978718,BuildingA,Feb,23
2023-02-05 00:00:00,77.01860666183723,BuildingA,Feb,0
2023-02-05 01:00:00,17.776495704217105,BuildingA,Feb,1
2023-02-05 02:00:00,17.214674461646453,BuildingA,Feb,2
2023-02-05 03:00:00,95.0626917644602,BuildingA,Feb,3
2023-02-05 04:00:00,42.94905568735516,BuildingA,Feb,4
2023-02-05 05:00:00,70.42187017279826,BuildingA,Feb,5
2023-02-05 06:00:00,29.85702271076716,BuildingA,Feb,6
2023-02-05 07:00:00,85.71714755621471,BuildingA,Feb,7
2023-02-05 08:00:00,26.735384769550404,BuildingA,Feb,8
2023-02-05 09:00:00,27.60927107153724,BuildingA,Feb,9
2023-02-05 10:00:00,50.0946787499297,BuildingA,Feb,10
2023-02-05 11:00:00,33.4005739763291,BuildingA,Feb,11
2023-02-05 12:00:00,43.77227084304776,BuildingA,Feb,12
2023-02-05 13:00:00,88.59359012934564,BuildingA,Feb,13
2023-02-05 14:00:00,46.051217434207,BuildingA,Feb,14
2023-02-05 15:00:00,69.56702883668862,BuildingA,Feb,15
2023-02-05 16:00:00,12.307866793405536,BuildingA,Feb,16
2023-02-05 17:00:00,56.705781701458335,BuildingA,Feb,17
2023-02-05 18:00:00,86.63445972436398,BuildingA,Feb,18
2023-02-05 19:00:00,18.06090895540997,BuildingA,Feb,19
2023-02-05 20:00:00,37.27821300044906,BuildingA,Feb,20
2023-02-05 21:00:00,20.17713802002053,BuildingA,Feb,21
2023-02-05 22:00:00,65.31731461699894,BuildingA,Feb,22
2023-02-05 23:00:00,27.760008271643272,BuildingA,Feb,23
2023-02-06 00:00:00,38.64141783340965,BuildingA,Feb,0
2023-02-06 01:00:00,39.26811327928751,BuildingA,Feb,1
2023-02-06 02:00:00,22.17241396577046,BuildingA,Feb,2
2023-02-06 03:00:00,23.227960603736207,BuildingA,Feb,3
2023-02-06 04:00:00,77.837185663353,BuildingA,Feb,4
2023-02-06 05:00:00,65.8813304991395,BuildingA,Feb,5
2023-02-06 06:00:00,62.33959476252169,BuildingA,Feb,6
2023-02-06 07:00:00,79.79711366501189,BuildingA,Feb,7
2023-02-06 08:00:00,86.31288547892069,BuildingA,Feb,8
2023-02-06 09:00:00,14.809691502158003,BuildingA,Feb,9
2023-02-06 10:00:00,97.4368793978017,BuildingA,Feb,10
2023-02-06 11:00:00,83.34832322014752,BuildingA,Feb,11
2023-02-06 12:00:00,32.90178238462266,BuildingA,Feb,12
2023-02-06 13:00:00,82.38413904532698,BuildingA,Feb,13
2023-02-06 14:00:00,66.56228755189372,BuildingA,Feb,14
2023-02-06 15:00:00,73.15536661419884,BuildingA,Feb,15
2023-02-06 16:00:00,25.200875246108527,BuildingA,Feb,16
2023-02-06 17:00:00,38.58759148087189,BuildingA,Feb,17
2023-02-06 18:00:00,23.69565193335509,BuildingA,Feb,18
2023-02-06 19:00:00,18.82971013857981,BuildingA,Feb,19
2023-02-06 20:00:00,22.385452836297542,BuildingA,Feb,20
2023-02-06 21:00:00,22.16128160912842,BuildingA,Feb,21
2023-02-06 22:00:00,22.784494739303437,BuildingA,Feb,22
2023-02-06 23:00:00,73.10366743327639,BuildingA,Feb,23
2023-02-07 00:00:00,51.9618807165062,BuildingA,Feb,0
2023-02-07 01:00:00,30.58537789817296,BuildingA,Feb,1
2023-02-07 02:00:00,67.78341558677256,BuildingA,Feb,2
2023-02-07 03:00:00,31.150827697126417,BuildingA,Feb,3
2023-02-07 04:00:00,11.688159078633044,BuildingA,Feb,4
2023-02-07 05:00:00,99.72857471454368,BuildingA,Feb,5
2023-02-07 06:00:00,17.14064894733553,BuildingA,Feb,6
2023-02-07 07:00:00,97.85428154408118,BuildingA,Feb,7
2023-02-07 08:00:00,31.496889168186726,BuildingA,Feb,8
2023-02-07 09:00:00,87.50597031437664,BuildingA,Feb,9
2023-02-07 10:00:00,26.17814927151481,BuildingA,Feb,10
2023-02-07 11:00:00,30.311224905709054,BuildingA,Feb,11
2023-02-07 12:00:00,39.60550004656177,BuildingA,Feb,12
2023-02-07 13:00:00,63.81862934447647,BuildingA,Feb,13
2023-02-07 14:00:00,96.262929437394,BuildingA,Feb,14
2023-02-07 15:00:00,60.80675943413101,BuildingA,Feb,15
2023-02-07 16:00:00,59.02653447789761,BuildingA,Feb,16
2023-02-07 17:00:00,64.82168335165167,BuildingA,Feb,17
2023-02-07 18:00:00,29.875605539180977,BuildingA,Feb,18
2023-02-07 19:00:00,71.62215394581142,BuildingA,Feb,19
2023-02-07 20:00:00,70.95718938860719,BuildingA,Feb,20
2023-02-07 21:00:00,68.22357646518918,BuildingA,Feb,21
2023-02-07 22:00:00,42.94081383710038,BuildingA,Feb,22
2023-02-07 23:00:00,99.95255848941122,BuildingA,Feb,23
2023-02-08 00:00:00,26.1343111759722,BuildingA,Feb,0
2023-02-08 01:00:00,44.3295578732024,BuildingA,Feb,1
2023-02-08 02:00:00,41.86297936784561,BuildingA,Feb,2
2023-02-08 03:00:00,41.60433426825661,BuildingA,Feb,3
2023-02-08 04:00:00,73.39263219808892,BuildingA,Feb,4
2023-02-08 05:00:00,26.738203547910175,BuildingA,Feb,5
2023-02-08 06:00:00,61.24327055344832,BuildingA,Feb,6
2023-02-08 07:00:00,13.31095456684664,BuildingA,Feb,7
2023-02-08 08:00:00,65.91540854040466,BuildingA,Feb,8
2023-02-08 09:00:00,78.97202865901193,BuildingA,Feb,9
2023-02-08 10:00:00,56.32312058404036,BuildingA,Feb,10
2023-02-08 11:00:00,98.13145531122156,BuildingA,Feb,11
2023-02-08 12:00:00,21.42224100259594,BuildingA,Feb,12
2023-02-08 13:00:00,39.721888973620096,BuildingA,Feb,13
2023-02-08 14:00:00,62.84888604748942,BuildingA,Feb,14
2023-02-08 15:00:00,63.13536545416407,BuildingA,Feb,15
2023-02-08 16:00:00,86.40010441849407,BuildingA,Feb,16
2023-02-08 17:00:00,30.19585452718201,BuildingA,Feb,17
2023-02-08 18:00:00,81.52287398387529,BuildingA,Feb,18
2023-02-08 19:00:00,79.42079460922923,BuildingA,Feb,19
2023-02-08 20:00:00,65.12679841638035,BuildingA,Feb,20
2023-02-08 21:00:00,13.295375451306638,BuildingA,Feb,21
2023-02-08 22:00:00,66.33334381008703,BuildingA,Feb,22
2023-02-08 23:00:00,29.258356531951826,BuildingA,Feb,23
2023-02-09 00:00:00,17.258057782211132,BuildingA,Feb,0
2023-02-09 01:00:00,59.30722296293893,BuildingA,Feb,1
2023-02-09 02:00:00,82.00482384169169,BuildingA,Feb,2
2023-02-09 03:00:00,26.54336541524006,BuildingA,Feb,3
2023-02-09 04:00:00,88.99422579383275,BuildingA,Feb,4
2023-02-09 05:00:00,64.02575008228362,BuildingA,Feb,5
2023-02-09 06:00:00,48.78956619286257,BuildingA,Feb,6
2023-02-09 07:00:00,50.201498298606985,BuildingA,Feb,7
2023-02-09 08:00:00,52.92996690065469,BuildingA,Feb,8
2023-02-09 09:00:00,66.64692951475749,BuildingA,Feb,9
2023-02-09 10:00:00,70.4026295175766,BuildingA,Feb,10
2023-02-09 11:00:00,38.319041280565976,BuildingA,Feb,11
2023-02-09 12:00:00,79.01024707724409,BuildingA,Feb,12
2023-02-09 13:00:00,32.14654842904601,BuildingA,Feb,13
2023-02-09 14:00:00,35.01300956032073,BuildingA,Feb,14
2023-02-09 15:00:00,23.3091949076763,BuildingA,Feb,15
2023-02-09 16:00:00,38.9719779475878,BuildingA,Feb,16
2023-02-09 17:00:00,36.33631314523478,BuildingA,Feb,17
2023-02-09 18:00:00,53.9672732355444,BuildingA,Feb,18
2023-02-09 19:00:00,27.171710454262723,BuildingA,Feb,19
2023-02-09 20:00:00,93.90348475896056,BuildingA,Feb,20
2023-02-09 21:00:00,47.66717184385005,BuildingA,Feb,21
2023-02-09 22:00:00,61.12564430509746,BuildingA,Feb,22
2023-02-09 23:00:00,51.748677732261314,BuildingA,Feb,23
2023-02-10 00:00:00,16.46981355108882,BuildingA,Feb,0
2023-02-10 01:00:00,20.045579059065528,BuildingA,Feb,1
2023-02-10 02:00:00,28.34009690649888,BuildingA,Feb,2
2023-02-10 03:00:00,26.765199993145654,BuildingA,Feb,3
2023-02-10 04:00:00,13.419644372854272,BuildingA,Feb,4
2023-02-10 05:00:00,66.78857063225746,BuildingA,Feb,5
2023-02-10 06:00:00,26.05864712500565,BuildingA,Feb,6
2023-02-10 07:00:00,62.87193344818476,BuildingA,Feb,7
2023-02-10 08:00:00,61.37673361609201,BuildingA,Feb,8
2023-02-10 09:00:00,90.31065285103216,BuildingA,Feb,9
2023-02-10 10:00:00,23.532488895028717,BuildingA,Feb,10
2023-02-10 11:00:00,41.71895805301165,BuildingA,Feb,11
2023-02-10 12:00:00,23.02268668508971,BuildingA,Feb,12
2023-02-10 13:00:00,16.891349672241343,BuildingA,Feb,13
2023-02-10 14:00:00,99.93955957446052,BuildingA,Feb,14
2023-02-10 15:00:00,29.024436709723624,BuildingA,Feb,15
2023-02-10 16:00:00,59.84486987020432,BuildingA,Feb,16
2023-02-10 17:00:00,37.35211482492748,BuildingA,Feb,17
2023-02-10 18:00:00,69.56689360458017,BuildingA,Feb,18
2023-02-10 19:00:00,28.19855705143819,BuildingA,Feb,19
2023-02-10 20:00:00,71.12178069675659,BuildingA,Feb,20
2023-02-10 21:00:00,43.66644945538612,BuildingA,Feb,21
2023-02-10 22:00:00,44.78799805275691,BuildingA,Feb,22
2023-02-10 23:00:00,93.6878857366137,BuildingA,Feb,23
2023-02-11 00:00:00,71.51919926303528,BuildingA,Feb,0
2023-02-11 01:00:00,26.532416848657626,BuildingA,Feb,1
2023-02-11 02:00:00,90.9950453756922,BuildingA,Feb,2
2023-02-11 03:00:00,39.77908130671715,BuildingA,Feb,3
2023-02-11 04:00:00,57.407083739785605,BuildingA,Feb,4
2023-02-11 05:00:00,40.54209069028978,BuildingA,Feb,5
2023-02-11 06:00:00,94.26581393562128,BuildingA,Feb,6
2023-02-11 07:00:00,22.18224207564845,BuildingA,Feb,7
2023-02-11 08:00:00,91.9875938649491,BuildingA,Feb,8
2023-02-11 09:00:00,82.03912186349052,BuildingA,Feb,9
2023-02-11 10:00:00,21.840626067380065,BuildingA,Feb,10
2023-02-11 11:00:00,98.0141023602552,BuildingA,Feb,11
2023-02-11 12:00:00,18.23197513382924,BuildingA,Feb,12
2023-02-11 13:00:00,47.91474277581115,BuildingA,Feb,13
2023-02-11 14:00:00,90.6002034253538,BuildingA,Feb,14
2023-02-11 15:00:00,92.52663469957672,BuildingA,Feb,15
2023-02-11 16:00:00,71.30123114017627,BuildingA,Feb,16
2023-02-11 17:00:00,76.98591542850272,BuildingA,Feb,17
2023-02-11 18:00:00,72.22632487556191,BuildingA,Feb,18
2023-02-11 19:00:00,82.60817172198374,BuildingA,Feb,19
2023-02-11 20:00:00,42.75596449807136,BuildingA,Feb,20
2023-02-11 21:00:00,50.75789194662362,BuildingA,Feb,21
2023-02-11 22:00:00,87.53657435432267,BuildingA,Feb,22
2023-02-11 23:00:00,86.09188625725699,BuildingA,Feb,23
2023-02-12 00:00:00,82.90542228826872,BuildingA,Feb,0
2023-02-12 01:00:00,93.84854184248589,BuildingA,Feb,1
2023-02-12 02:00:00,17.049572372746297,BuildingA,Feb,2
2023-02-12 03:00:00,67.32472158434635,BuildingA,Feb,3
2023-02-12 04:00:00,28.9893306199715,BuildingA,Feb,4
2023-02-12 05:00:00,70.0858288500203,BuildingA,Feb,5
2023-02-12 06:00:00,37.8585301018003,BuildingA,Feb,6
2023-02-12 07:00:00,97.6539077180777,BuildingA,Feb,7
2023-02-12 08:00:00,73.92116100522469,BuildingA,Feb,8
2023-02-12 09:00:00,64.05740321445549,BuildingA,Feb,9
2023-02-12 10:00:00,19.239008499869303,BuildingA,Feb,10
2023-02-12 11:00:00,81.37097869837041,BuildingA,Feb,11
2023-02-12 12:00:00,42.554803004836586,BuildingA,Feb,12
2023-02-12 13:00:00,27.196646915226104,BuildingA,Feb,13
2023-02-12 14:00:00,93.35544028338158,BuildingA,Feb,14
2023-02-12 15:00:00,97.42152774051912,BuildingA,Feb,15
2023-02-12 16:00:00,58.08344344620892,BuildingA,Feb,16
2023-02-12 17:00:00,80.41421036518095,BuildingA,Feb,17
2023-02-12 18:00:00,29.351435135465483,BuildingA,Feb,18
2023-02-12 19:00:00,80.74195471533206,BuildingA,Feb,19
2023-02-12 20:00:00,96.1747928424049,BuildingA,Feb,20
2023-02-12 21:00:00,64.46920466068727,BuildingA,Feb,21
2023-02-12 22:00:00,48.43443950760492,BuildingA,Feb,22
2023-02-12 23:00:00,68.20077886668811,BuildingA,Feb,23
2023-02-13 00:00:00,56.28649518139624,BuildingA,Feb,0
2023-02-13 01:00:00,42.55566821520949,BuildingA,Feb,1
2023-02-13 02:00:00,79.066456324268,BuildingA,Feb,2
2023-02-13 03:00:00,72.62923307832308,BuildingA,Feb,3
2023-02-13 04:00:00,94.9686049398984,BuildingA,Feb,4
2023-02-13 05:00:00,58.29367029139752,BuildingA,Feb,5
2023-02-13 06:00:00,55.029906804342936,BuildingA,Feb,6
2023-02-13 07:00:00,10.099312576734505,BuildingA,Feb,7
2023-02-13 08:00:00,29.981058607865517,BuildingA,Feb,8
2023-02-13 09:00:00,76.01098301866604,BuildingA,Feb,9
2023-02-13 10:00:00,14.261432989310972,BuildingA,Feb,10
2023-02-13 11:00:00,68.28669306944431,BuildingA,Feb,11
2023-02-13 12:00:00,74.3195121632933,BuildingA,Feb,12
2023-02-13 13:00:00,24.69840991033041,BuildingA,Feb,13
2023-02-13 14:00:00,87.3477499555563,BuildingA,Feb,14
2023-02-13 15:00:00,99.99185733128616,BuildingA,Feb,15
2023-02-13 16:00:00,57.89377672053484,BuildingA,Feb,16
2023-02-13 17:00:00,47.392571003882,BuildingA,Feb,17
2023-02-13 18:00:00,67.83704566231248,BuildingA,Feb,18
2023-02-13 19:00:00,76.26236165844382,BuildingA,Feb,19
2023-02-13 20:00:00,68.23434847753592,BuildingA,Feb,20
2023-02-13 21:00:00,63.23565854843205,BuildingA,Feb,21
2023-02-13 22:00:00,49.62266655714804,BuildingA,Feb,22
2023-02-13 23:00:00,33.69511841352729,BuildingA,Feb,23
2023-02-14 00:00:00,29.22231082731737,BuildingA,Feb,0
2023-02-14 01:00:00,92.50820030400304,BuildingA,Feb,1
2023-02-14 02:00:00,43.31885565065432,BuildingA,Feb,2
2023-02-14 03:00:00,56.22815647297885,BuildingA,Feb,3
2023-02-14 04:00:00,32.57512559817669,BuildingA,Feb,4
2023-02-14 05:00:00,81.1788808845624,BuildingA,Feb,5
2023-02-14 06:00:00,83.4346817634279,BuildingA,Feb,6
2023-02-14 07:00:00,15.42117893899827,BuildingA,Feb,7
2023-02-14 08:00:00,50.773132307274174,BuildingA,Feb,8
2023-02-14 09:00:00,40.95867335728919,BuildingA,Feb,9
2023-02-14 10:00:00,56.40420198016471,BuildingA,Feb,10
2023-02-14 11:00:00,13.018442192332015,BuildingA,Feb,11
2023-02-14 12:00:00,67.28298432104748,BuildingA,Feb,12
2023-02-14 13:00:00,44.84555716532756,BuildingA,Feb,13
2023-02-14 14:00:00,44.84886497416085,BuildingA,Feb,14
2023-02-14 15:00:00,45.51918960009967,BuildingA,Feb,15
2023-02-14 16:00:00,61.64151637739708,BuildingA,Feb,16
2023-02-14 17:00:00,45.1249562032722,BuildingA,Feb,17
2023-02-14 18:00:00,49.59604253043081,BuildingA,Feb,18
2023-02-14 19:00:00,58.467232307987885,BuildingA,Feb,19
2023-02-14 20:00:00,14.798488087974215,BuildingA,Feb,20
2023-02-14 21:00:00,25.914508786028257,BuildingA,Feb,21
2023-02-14 22:00:00,14.197749804439155,BuildingA,Feb,22
2023-02-14 23:00:00,60.98298019331923,BuildingA,Feb,23
2023-02-15 00:00:00,78.01131923194505,BuildingA,Feb,0
2023-02-15 01:00:00,94.72439265034178,BuildingA,Feb,1
2023-02-15 02:00:00,58.00741053240877,BuildingA,Feb,2
2023-02-15 03:00:00,24.955025364146486,BuildingA,Feb,3
2023-02-15 04:00:00,27.335977220472177,BuildingA,Feb,4
2023-02-15 05:00:00,91.79453988976351,BuildingA,Feb,5
2023-02-15 06:00:00,37.247840001713215,BuildingA,Feb,6
2023-02-15 07:00:00,74.1300920500854,BuildingA,Feb,7
2023-02-15 08:00:00,37.64018813530109,BuildingA,Feb,8
2023-02-15 09:00:00,61.146071641780544,BuildingA,Feb,9
2023-02-15 10:00:00,91.5311828955683,BuildingA,Feb,10
2023-02-15 11:00:00,83.33234990145971,BuildingA,Feb,11
2023-02-15 12:00:00,94.93225891800112,BuildingA,Feb,12
2023-02-15 13:00:00,27.001040377764348,BuildingA,Feb,13
2023-02-15 14:00:00,98.75668761086438,BuildingA,Feb,14
2023-02-15 15:00:00,57.28834046152245,BuildingA,Feb,15
2023-02-15 16:00:00,69.12954562044554,BuildingA,Feb,16
2023-02-15 17:00:00,92.7562091984988,BuildingA,Feb,17
2023-02-15 18:00:00,48.728490694130144,BuildingA,Feb,18
2023-02-15 19:00:00,38.636867876180354,BuildingA,Feb,19
2023-02-15 20:00:00,88.14324673184244,BuildingA,Feb,20
2023-02-15 21:00:00,77.1723464324074,BuildingA,Feb,21
2023-02-15 22:00:00,23.9983358038317,BuildingA,Feb,22
2023-02-15 23:00:00,79.75146727597186,BuildingA,Feb,23
2023-02-16 00:00:00,67.31659639963385,BuildingA,Feb,0
2023-02-16 01:00:00,28.83308993551558,BuildingA,Feb,1
2023-02-16 02:00:00,46.42541727026676,BuildingA,Feb,2
2023-02-16 03:00:00,60.09988927083487,BuildingA,Feb,3
2023-02-16 04:00:00,64.28473146863331,BuildingA,Feb,4
2023-02-16 05:00:00,42.193653059190574,BuildingA,Feb,5
2023-02-16 06:00:00,41.750708273362,BuildingA,Feb,6
2023-02-16 07:00:00,59.12679143420024,BuildingA,Feb,7
2023-02-16 08:00:00,33.08586004152628,BuildingA,Feb,8
2023-02-16 09:00:00,18.083756997344373,BuildingA,Feb,9
2023-02-16 10:00:00,32.05372951694941,BuildingA,Feb,10
2023-02-16 11:00:00,15.005447700763426,BuildingA,Feb,11
2023-02-16 12:00:00,15.4304104409472,BuildingA,Feb,12
2023-02-16 13:00:00,67.14215924998193,BuildingA,Feb,13
2023-02-16 14:00:00,71.7805099761365,BuildingA,Feb,14
2023-02-16 15:00:00,21.486276556405706,BuildingA,Feb,15
2023-02-16 16:00:00,29.91963820783209,BuildingA,Feb,16
2023-02-16 17:00:00,81.18102671485032,BuildingA,Feb,17
2023-02-16 18:00:00,97.0331468215592,BuildingA,Feb,18
2023-02-16 19:00:00,41.55209493460036,BuildingA,Feb,19
2023-02-16 20:00:00,87.64335027752315,BuildingA,Feb,20
2023-02-16 21:00:00,95.20415531986248,BuildingA,Feb,21
2023-02-16 22:00:00,27.069249595643264,BuildingA,Feb,22
2023-02-16 23:00:00,33.856578027193635,BuildingA,Feb,23
2023-02-17 00:00:00,20.17955503611857,BuildingA,Feb,0
2023-02-17 01:00:00,12.414587354988951,BuildingA,Feb,1
2023-02-17 02:00:00,59.17419399253864,BuildingA,Feb,2
2023-02-17 03:00:00,66.3188144099436,BuildingA,Feb,3
2023-02-17 04:00:00,57.90851202208438,BuildingA,Feb,4
2023-02-17 05:00:00,66.24191647025765,BuildingA,Feb,5
2023-02-17 06:00:00,86.91298793738513,BuildingA,Feb,6
2023-02-17 07:00:00,21.996254095347645,BuildingA,Feb,7
2023-02-17 08:00:00,56.81357412955981,BuildingA,Feb,8
2023-02-17 09:00:00,86.85471402221499,BuildingA,Feb,9
2023-02-17 10:00:00,14.51392953360027,BuildingA,Feb,10
2023-02-17 11:00:00,89.5404128852328,BuildingA,Feb,11
2023-02-17 12:00:00,45.44999581499445,BuildingA,Feb,12
2023-02-17 13:00:00,96.02861261087403,BuildingA,Feb,13
2023-02-17 14:00:00,28.05090991868521,BuildingA,Feb,14
2023-02-17 15:00:00,61.508009738293325,BuildingA,Feb,15
2023-02-17 16:00:00,61.72465851807313,BuildingA,Feb,16
2023-02-17 17:00:00,40.77192630415847,BuildingA,Feb,17
2023-02-17 18:00:00,10.527232938157228,BuildingA,Feb,18
2023-02-17 19:00:00,80.958329208467,BuildingA,Feb,19
2023-02-17 20:00:00,20.008051976873283,BuildingA,Feb,20
2023-02-17 21:00:00,17.241945282955786,BuildingA,Feb,21
2023-02-17 22:00:00,51.56405621059168,BuildingA,Feb,22
2023-02-17 23:00:00,14.434847880216957,BuildingA,Feb,23
2023-02-18 00:00:00,86.28218025615489,BuildingA,Feb,0
2023-02-18 01:00:00,30.39707171517545,BuildingA,Feb,1
2023-02-18 02:00:00,46.04966408546651,BuildingA,Feb,2
2023-02-18 03:00:00,76.00999536014412,BuildingA,Feb,3
2023-02-18 04:00:00,42.97897301460169,BuildingA,Feb,4
2023-02-18 05:00:00,22.670576654260397,BuildingA,Feb,5
2023-02-18 06:00:00,21.796235089343742,BuildingA,Feb,6
2023-02-18 07:00:00,22.776434181930703,BuildingA,Feb,7
2023-02-18 08:00:00,12.078304638404177,BuildingA,Feb,8
2023-02-18 09:00:00,59.25350264873419,BuildingA,Feb,9
2023-02-18 10:00:00,76.5308163440315,BuildingA,Feb,10
2023-02-18 11:00:00,90.17695336237844,BuildingA,Feb,11
2023-02-18 12:00:00,69.43306141884383,BuildingA,Feb,12
2023-02-18 13:00:00,18.4618110997652,BuildingA,Feb,13
2023-02-18 14:00:00,36.00806648497532,BuildingA,Feb,14
